,0,1,2,3,4,5,6,7,8,9
38,-0.04987716241054255,-0.0005054994068210787,-6.688181005388118e-05,0.0753444799703758,0.10711256462604621,-0.12837437605117036,0.05701366918057467,-0.09839718376343284,-0.08791107961681084,0.0016203178235839237
39,-0.049913049708189126,-0.0004520128062153426,-9.898740287550046e-05,0.07504173022795455,0.07647073167755299,-0.10639629321875539,-0.03539904688429684,-0.047695599665418746,-0.11136999925398956,0.35851861813556085
65,-0.04993782793978258,-0.00048574521990391554,3.897412917924776e-05,0.0756510002082173,-0.014073828183878884,0.361652794600679,0.11986417983876281,0.010306844079860081,-0.014845208713766411,-0.022323174470092525
58,-0.04976762144515181,-0.0007330043964709225,-1.1097096040147903e-05,0.07521396115357025,-0.0053590901228427025,0.19948513390963213,0.03065909018977045,0.03934625502990248,-0.010711673005334113,0.016621644649945103
51,-0.049845608007615935,-0.0005217360630545725,-5.5023303349545405e-05,0.07553260021078509,0.010739258117554875,0.08482520101203377,-0.26767811895509286,-0.16345661157136546,-0.01971552887159662,0.15438883649017113
56,-0.049962545805700295,-0.0004702915019017524,4.427073020505425e-05,0.07566368989580127,-0.018922932234122555,0.36611272150695506,0.11640017395633055,0.010188697592166606,-0.015815905671570103,-0.016759689965077196
45,-0.049926171270590514,-0.0004217153069207264,-8.332245423567066e-05,0.07546657980259486,-0.00664329912888104,0.2396140517785585,0.057322257762599256,-0.010480640135226855,-0.0033195945136690755,0.0005017865881403287
52,-0.049798137866003005,-0.0005365047691285648,1.79460169918089e-05,0.07502188068188775,-0.004143546734082755,-0.0528145866519203,-0.22687024012841905,0.5834329655759808,-0.20434949380988332,-0.13916006230898703
42,-0.049853042402484816,-0.0004916040930104862,-3.334783366283203e-05,0.07557490848273708,-0.032033858423680006,0.033786583524610794,-0.4919965512933996,-0.28228768564508644,-0.05205038066135453,-0.2605386316344917
64,0.2701108171547778,0.000515054518351324,1.8965690202933163e-05,-0.031287746194048734,-0.000179244808021382,5.486064393285027e-05,7.092972619380721e-05,-0.00014594504059126483,-0.00034803518281160023,-2.165124429371279e-05
66,0.2701108171547777,0.0005150545183512152,1.8965690203058415e-05,-0.0312877461940488,-0.0001792448080213145,5.486064393285909e-05,7.092972619381103e-05,-0.00014594504059133444,-0.0003480351828116094,-2.16512442936806e-05
61,0.27011081715477786,0.0005150545183514715,1.8965690202798315e-05,-0.031287746194048734,-0.0001792448080214842,5.486064393282772e-05,7.092972619382e-05,-0.00014594504059115348,-0.0003480351828115736,-2.1651244293894284e-05
46,0.27011081715477786,0.0005150545183514791,1.8965690202827616e-05,-0.03128774619404866,-0.00017924480802145937,5.486064393282887e-05,7.092972619379631e-05,-0.00014594504059122903,-0.0003480351828116055,-2.1651244293752375e-05
47,0.2701108171547778,0.0005150545183513373,1.8965690202929043e-05,-0.03128774619404874,-0.00017924480802139034,5.4860643932839376e-05,7.092972619380526e-05,-0.00014594504059127264,-0.0003480351828115995,-2.1651244293718596e-05
35,-0.04947550074532314,-0.0004932338746245225,-7.483433344156057e-05,0.07522450616257831,0.08169525811263667,-0.07887876957810014,-0.03347172624300297,0.07308277110839564,0.4892872358885776,-0.021148293735286573
36,-0.04926014039251448,-0.0005062161853205162,-9.202113546579308e-05,0.07500126254769408,0.07041341903502435,-0.05371390741503853,-0.020654297581904776,0.06373974164064658,0.37397290793090476,-0.018143567796045097
57,-0.050044540738497324,-0.0003507760014191775,6.817430450684823e-05,0.07571525133704138,-0.45281944275230607,-0.11292081918176358,0.07265930941817104,-0.02406558690942174,0.013443048694279135,-0.00023773631219768578
44,-0.050040826804763794,-0.0003497074627142468,6.126495689025505e-05,0.07571987847308607,-0.4569308727867091,-0.11718922230908847,0.07491364194998214,-0.024664098734346933,0.014426943567896469,5.135993984305004e-05
68,-0.048410010882900444,-0.0007203547535320638,-9.383698294946045e-06,0.07432934460659367,0.039026331583450334,-0.014217762028879637,-0.025218746794109504,0.053845360037315194,0.12839559005593332,0.008004852868576278
